,address,checkins,city,country,created,icon,latitude,longitude,pid,title,type,updated,data_time
522,Мичуринский просп. 4К3,0,1,1,1280741968,https://vk.com/images/places/clubs.png,55.683798,37.468578,523,Сейшн,4,1391892578.0,2010-08-02 13:39:28
523,Яузская 5,39,1,1,1280741968,https://vk.com/images/places/clubs.png,55.749344,37.645285,524,Культ,4,1439056846.0,2010-08-02 13:39:28
524,Б.Садовая 8,180,1,1,1280741968,https://vk.com/images/places/clubs.png,55.765959,37.591503,525,Б2,4,1424039343.0,2010-08-02 13:39:28
525,Варварка 14,0,1,1,1280741968,https://vk.com/images/places/clubs.png,55.752566,37.632125,526,Матрица,4,1340631527.0,2010-08-02 13:39:28
527,Поморская 125а,10,1,1,1280741968,https://vk.com/images/places/clubs.png,55.803889,37.743121,528,Локстрим,4,1353745461.0,2010-08-02 13:39:28
528,ш. Энтузиастов 7а,66,1,1,1280741968,https://vk.com/images/places/clubs.png,55.749476,37.701161,529,Эра,4,1461357512.0,2010-08-02 13:39:28
529,Бережковская наб. 8,22,1,1,1280741968,https://vk.com/images/places/clubs.png,55.739463,37.56627,530,Корабль «Викинг»,4,1468000227.0,2010-08-02 13:39:28
530,Н.Арбат 21,397,1,1,1280741968,https://vk.com/images/places/clubs.png,55.751943,37.585157,531,Арбат,4,1488487010.0,2010-08-02 13:39:28
531,Чертановская 32К3,6,1,1,1280741968,https://vk.com/images/places/clubs.png,55.619,37.591656,532,Шпилька,4,1465531001.0,2010-08-02 13:39:28
532,Б.Овчинниковский пер. 24К4,0,1,1,1280741968,https://vk.com/images/places/clubs.png,55.743548,37.62996,533,Дом,4,1353077003.0,2010-08-02 13:39:28
533,Ср.Тишинский пер. 5К7,1,1,1,1280741968,https://vk.com/images/places/clubs.png,55.769803,37.576609,534,Shake,4,1318886493.0,2010-08-02 13:39:28
534,Маросейка 6К8,0,1,1,1280741968,https://vk.com/images/places/clubs.png,55.757126,37.635215,535,Byblos,4,,2010-08-02 13:39:28
535,Троицкий просп. 8,85,1,1,1280741968,https://vk.com/images/places/clubs.png,55.810946,37.49877,536,CDK МАИ,4,1483693969.0,2010-08-02 13:39:28
536,просп. Мира ,3,1,1,1280741968,https://vk.com/images/places/clubs.png,55.810461,37.63765,537,Солярис,4,1405859629.0,2010-08-02 13:39:28
537,Рязанский просп. 39,16,1,1,1280741968,https://vk.com/images/places/clubs.png,55.728535,37.75788,538,DKDance,4,1442584221.0,2010-08-02 13:39:28
538,Раушская наб. 4К5,29,1,1,1280741968,https://vk.com/images/places/clubs.png,55.748397,37.626852,539,Вермель,4,1428922757.0,2010-08-02 13:39:28
539,Б.Никитская 22К12,3,1,1,1280741968,https://vk.com/images/places/clubs.png,55.757151,37.602463,540,Гнездо глухаря,4,1458589912.0,2010-08-02 13:39:28
540,просп. Академика Сахарова 14,3,1,1,1280741968,https://vk.com/images/places/clubs.png,55.769135,37.643076,541,Красная шапочка,4,1425161806.0,2010-08-02 13:39:28
541,просп. Андропова ,6,1,1,1280741968,https://vk.com/images/places/clubs.png,55.679752,37.6638,542,Пена,4,1402165012.0,2010-08-02 13:39:28
542,Б.Бронная 18,14,1,1,1280741968,https://vk.com/images/places/clubs.png,55.762895,37.601196,543,Forte,4,1464375724.0,2010-08-02 13:39:28
544,просп. Чумбарова-Лучинского 27,2,1,1,1280741968,https://vk.com/images/places/clubs.png,55.802659,37.535314,545,27Б,4,1385516277.0,2010-08-02 13:39:28
545,микр. Дзержинского 12К50,22,1,1,1280741968,https://vk.com/images/places/clubs.png,55.769687,37.67873,546,Швайн,4,1414784522.0,2010-08-02 13:39:28
546,Пресненский вал 6К1,741,1,1,1280741968,https://vk.com/images/places/clubs.png,55.764283,37.564392,547,Шестнадцать тонн,4,1489083408.0,2010-08-02 13:39:28
547,Старосадский пер. 5К6,17,1,1,1280741968,https://vk.com/images/places/clubs.png,55.756943,37.640866,548,Art Garbage,4,1417911807.0,2010-08-02 13:39:28
548,ш. Энтузиастов 6,0,1,1,1280741968,https://vk.com/images/places/clubs.png,55.772041,37.612955,549,Cats,4,1330120999.0,2010-08-02 13:39:28
549,пл. Славы 16К3,4,1,1,1280741968,https://vk.com/images/places/clubs.png,55.633404,37.766783,550,Neolit,4,1454709064.0,2010-08-02 13:39:28
551,Победы 11К1,2,1,1,1280741968,https://vk.com/images/places/clubs.png,55.750276,37.664644,552,Три обезьяны New Age,4,1455741850.0,2010-08-02 13:39:28
552,Пятницкая 4,0,1,1,1280741968,https://vk.com/images/places/clubs.png,55.744941,37.626897,553,Третий путь,4,1310154698.0,2010-08-02 13:39:28
553,Староваганьковский пер. 19,270,1,1,1280741968,https://vk.com/images/places/clubs.png,55.751361,37.606882,554,Ритм & Блюз кафе,4,1488997865.0,2010-08-02 13:39:28
554,Зубовский б-р 25,27,1,1,1280741968,https://vk.com/images/places/clubs.png,55.736483,37.590057,555,Распутин,4,1478966414.0,2010-08-02 13:39:28
555,Б.Златоустинский пер. 7,1146,1,1,1280741968,https://vk.com/images/places/clubs.png,55.758686,37.632668,556,Пропаганда,4,1489101485.0,2010-08-02 13:39:28
556,Каретный Ряд 3К1,5,1,1,1280741968,https://vk.com/images/places/clubs.png,55.770304,37.609308,557,Парижская жизнь,4,1457344506.0,2010-08-02 13:39:28
557,Н.Арбат 21К1,65,1,1,1280741968,https://vk.com/images/places/clubs.png,55.751943,37.585057,558,Метелица,4,1477763900.0,2010-08-02 13:39:28
558,Марксистская 38,68,1,1,1280741968,https://vk.com/images/places/clubs.png,55.733878,37.666944,559,Кристалл,4,1487701621.0,2010-08-02 13:39:28
559,Лубянский пр. 25К1,353,1,1,1280741968,https://vk.com/images/places/clubs.png,55.754598,37.634811,560,Китайский летчик Джао Да,4,1489078050.0,2010-08-02 13:39:28
560,просп. Мира 116а,29,1,1,1280741968,https://vk.com/images/places/clubs.png,55.809575,37.63809,561,Белый медведь,4,1485294045.0,2010-08-02 13:39:28
561,Тверская 17,13,1,1,1280741968,https://vk.com/images/places/clubs.png,55.763503,37.606514,562,Night Flight,4,1470391585.0,2010-08-02 13:39:28
562,Потаповский пер. 8К2,12,1,1,1280741968,https://vk.com/images/places/clubs.png,55.760444,37.641351,563,Проект ОГИ,4,1335204952.0,2010-08-02 13:39:28
563,Садовая-Самотечная 4К2,40,1,1,1280741968,https://vk.com/images/places/clubs.png,55.772558,37.613225,564,B.B.King,4,1487963502.0,2010-08-02 13:39:28
564,Красная Пресня 23К1б,8,1,1,1280741968,https://vk.com/images/places/clubs.png,55.761715,37.566701,565,Dolls,4,1436446600.0,2010-08-02 13:39:28
565,Горьковское ш. 15,157,1,1,1280741968,https://vk.com/images/places/clubs.png,55.782443,37.579306,566,Golden Palace,4,1488822400.0,2010-08-02 13:39:28
566,Бережковская наб. 2,5,1,1,1280741968,https://vk.com/images/places/clubs.png,55.741328,37.56715,567,Grand Prix,4,1466065692.0,2010-08-02 13:39:28
567,2-я Тверская-Ямская 40К3,5,1,1,1280741968,https://vk.com/images/places/clubs.png,55.774229,37.590812,568,Platinum Gentlemen`s Club,4,1427330515.0,2010-08-02 13:39:28
577,Дубининская 69,7,1,1,1280741968,https://vk.com/images/places/clubs.png,55.714964,37.634427,578,Fashion O.Z.O. Club,4,1424003199.0,2010-08-02 13:39:28
581,Зубовский б-р 27К5,0,1,1,1280741968,https://vk.com/images/places/clubs.png,55.736969,37.588072,582,Сафари Лодж,4,1380956031.0,2010-08-02 13:39:28
594,Пушечная 3,17,1,1,1280741968,https://vk.com/images/places/clubs.png,55.761234,37.621426,595,Karma Bar,4,1436707410.0,2010-08-02 13:39:28
595,Доброслободская 2К38,66,1,1,1280741968,https://vk.com/images/places/clubs.png,55.769231,37.669603,596,Fresh,4,1455774368.0,2010-08-02 13:39:28
596,Косыгина 15,19,1,1,1280741968,https://vk.com/images/places/clubs.png,55.706406,37.554421,597,911,4,1399929895.0,2010-08-02 13:39:28
597,Измайловский вал 2,4,1,1,1280741968,https://vk.com/images/places/clubs.png,55.783625,37.719127,598,Голодная кошка,4,1390400387.0,2010-08-02 13:39:28
598,Олимпийский просп. 16К1,14,1,1,1280741968,https://vk.com/images/places/clubs.png,55.781117,37.626396,599,Show Girls,4,1387973638.0,2010-08-02 13:39:28
601,Лубянский пр. 7К1,46,1,1,1280741968,https://vk.com/images/places/clubs.png,55.7586,37.630203,602,Туннель,4,1391181847.0,2010-08-02 13:39:28
602,Литовский б-р 7,9,1,1,1280741968,https://vk.com/images/places/clubs.png,55.612833,37.536895,603,B-52,4,1412598855.0,2010-08-02 13:39:28
603,Б.Академическая 41К1,11,1,1,1280741968,https://vk.com/images/places/clubs.png,55.833774,37.533032,604,Затмение,4,1400613793.0,2010-08-02 13:39:28
609,Протопоповский пер. 9,9,1,1,1280741968,https://vk.com/images/places/clubs.png,55.780598,37.638081,610,Чай,4,1449230739.0,2010-08-02 13:39:28
610,Крымский вал 9,24,1,1,1280741968,https://vk.com/images/places/clubs.png,55.731404,37.603406,611,Времена года,4,1460821677.0,2010-08-02 13:39:28
612,Страстной б-р 5,9,1,1,1280741968,https://vk.com/images/places/clubs.png,55.767241,37.607691,613,Шоколад,4,1351861317.0,2010-08-02 13:39:28
618,Докукина 10К12,2,1,1,1280741968,https://vk.com/images/places/clubs.png,55.839668,37.6524,619,Замок,4,1425673138.0,2010-08-02 13:39:28
622,Фокина 4,2,1,1,1280741968,https://vk.com/images/places/clubs.png,55.774492,37.4675,623,Патриот,4,1488052641.0,2010-08-02 13:39:28
623,Тверская 14,0,1,1,1280741968,https://vk.com/images/places/clubs.png,55.764298,37.606766,624,YE,4,,2010-08-02 13:39:28
639,Всеволода Сибирцева 10,3,1,1,1280741968,https://vk.com/images/places/clubs.png,55.839001,37.3788,640,Drive,4,1451616501.0,2010-08-02 13:39:28
654,Петровка 21К1,0,1,1,1280741968,https://vk.com/images/places/clubs.png,55.76561,37.615569,655,Tabu,4,,2010-08-02 13:39:28
656,Громова 24,6,1,1,1280741968,https://vk.com/images/places/clubs.png,55.74298,37.492401,657,Cafenet,4,1342121746.0,2010-08-02 13:39:28
659,Рубцовская наб. 6,4,1,1,1280741968,https://vk.com/images/places/clubs.png,55.77993,37.70028,660,Нокаут.Gold,4,1420398424.0,2010-08-02 13:39:28
668,Токмаков пер. 11,1,1,1,1280741968,https://vk.com/images/places/clubs.png,55.767241,37.669738,669,Горбатая гора,4,1348924614.0,2010-08-02 13:39:28
669,М.Палашевский пер. 6,13,1,1,1280741968,https://vk.com/images/places/clubs.png,55.765194,37.60266,670,Bogema,4,1408822333.0,2010-08-02 13:39:28
670,Ниж.Сусальный пер. 5К5а,43,1,1,1280741968,https://vk.com/images/places/clubs.png,55.759765,37.664267,671,Discoteque,4,1351367804.0,2010-08-02 13:39:28
671,Мантулинская 5К1,14,1,1,1280741968,https://vk.com/images/places/clubs.png,55.755799,37.552058,672,Плазма-холл,4,1408567016.0,2010-08-02 13:39:28
673,Ленинградский просп. 37К6,0,1,1,1280741968,https://vk.com/images/places/clubs.png,55.793409,37.543048,674,Secret Service,4,1363959000.0,2010-08-02 13:39:28
690,Ст.Басманная 20К13,2,1,1,1280741968,https://vk.com/images/places/clubs.png,55.7664,37.667037,691,Play Cafe,4,1353488586.0,2010-08-02 13:39:28
696,Дмитровское ш. 27К1,1,1,1,1280741968,https://vk.com/images/places/clubs.png,55.826518,37.570797,697,Fases,4,1349248169.0,2010-08-02 13:39:28
697,Симферопольский б-р 4,3,1,1,1280741968,https://vk.com/images/places/clubs.png,55.659419,37.607691,698,Революция,4,1352407243.0,2010-08-02 13:39:28
703,Спортивная 4К4,6,1,1,1280741968,https://vk.com/images/places/clubs.png,55.739422,37.612739,704,Миллиардер,4,1352207542.0,2010-08-02 13:39:28
706,Кировоградская 15,13,1,1,1280741968,https://vk.com/images/places/clubs.png,55.609446,37.604708,707,Place,4,1415885651.0,2010-08-02 13:39:28
712,Дружинниковская 15,24,1,1,1280741968,https://vk.com/images/places/clubs.png,55.759755,37.574696,713,Бархат,4,1454265862.0,2010-08-02 13:39:28
714,Таганская пл. 20,3,1,1,1280741968,https://vk.com/images/places/clubs.png,55.76643,37.664087,715,Килтон,4,1389470339.0,2010-08-02 13:39:28
721,Новочеркасский б-р 19а,10,1,1,1280741968,https://vk.com/images/places/clubs.png,55.64796,37.727769,722,City Club,4,1471501919.0,2010-08-02 13:39:28
732,Б.Златоустинский пер. 2К8,24,1,1,1280741968,https://vk.com/images/places/clubs.png,55.759968,37.631083,733,Point Rouge,4,1485623859.0,2010-08-02 13:39:28
742,Маршала Катукова 8,9,1,1,1280741968,https://vk.com/images/places/clubs.png,55.809575,37.402327,743,Disco,4,1408138001.0,2010-08-02 13:39:28
744,Петровка 17К1,0,1,1,1280741968,https://vk.com/images/places/clubs.png,55.764491,37.616485,745,Армида,4,1324646420.0,2010-08-02 13:39:28
752,Земляной Вал 60К28,21,1,1,1280741968,https://vk.com/images/places/clubs.png,55.746512,37.654781,753,FM Club,4,1462215334.0,2010-08-02 13:39:28
753,Митинская 52,8,1,1,1280741968,https://vk.com/images/places/clubs.png,55.85293,37.354186,754,Meet Club,4,1452798185.0,2010-08-02 13:39:28
757,Крымский вал 3К2,2,1,1,1280741968,https://vk.com/images/places/clubs.png,55.729313,37.609049,758,Zachet,4,1386567270.0,2010-08-02 13:39:28
765,Зеленый просп. 8б,33,1,1,1280741968,https://vk.com/images/places/clubs.png,55.748224,37.776215,766,Сова,4,1467411744.0,2010-08-02 13:39:28
767,ЦПКиО им. Маяковского 18,20,1,1,1280741968,https://vk.com/images/places/clubs.png,55.779403,37.689959,768,Актовый зал,4,1467888969.0,2010-08-02 13:39:28
768,Театральный пр. 2,12,1,1,1280741968,https://vk.com/images/places/clubs.png,55.758797,37.622836,769,Cabaret Metropol,4,1412927126.0,2010-08-02 13:39:28
806,корп. 532 7,71,1,1,1280741968,https://vk.com/images/places/clubs.png,55.787725,37.616036,807,Plan B,4,1486851394.0,2010-08-02 13:39:28
807,Б.Дмитровка 11,3,1,1,1280741968,https://vk.com/images/places/clubs.png,55.761958,37.613737,808,Music Town,4,1442170140.0,2010-08-02 13:39:28
810,Орджоникидзе 11,0,1,1,1280741968,https://vk.com/images/places/clubs.png,55.710869,37.605292,811,Б1 Maximum,4,1280949507.0,2010-08-02 13:39:28
823,Ниж.Сусальный пер. 5,3,1,1,1280741968,https://vk.com/images/places/clubs.png,55.761319,37.662978,824,Gazgallery,4,1406610015.0,2010-08-02 13:39:28
824,Воротниковский пер. 12,0,1,1,1280741968,https://vk.com/images/places/clubs.png,55.770831,37.601394,825,Подвал,4,1326499680.0,2010-08-02 13:39:28
825,Болотная наб. 9а,348,1,1,1280741968,https://vk.com/images/places/clubs.png,55.740841,37.611212,826,Рай,4,1472737705.0,2010-08-02 13:39:28
830,Сретенский б-р 6К2,1,1,1,1280741968,https://vk.com/images/places/clubs.png,55.765508,37.635054,831,Контрабас,4,1310385292.0,2010-08-02 13:39:28
831,Ломоносова 46,2,1,1,1280741968,https://vk.com/images/places/clubs.png,55.745818,37.667797,832,Platinum,4,1349601919.0,2010-08-02 13:39:28
832,Брюсов пер. 8К10,82,1,1,1280741968,https://vk.com/images/places/clubs.png,55.759648,37.608598,833,Союз композиторов,4,1488738238.0,2010-08-02 13:39:28
834,Ташкентская 38К13,20,1,1,1280741968,https://vk.com/images/places/clubs.png,55.694566,37.800972,835,Академия,4,1478470320.0,2010-08-02 13:39:28
843,Манежная пл. 1К2,15,1,1,1280741968,https://vk.com/images/places/clubs.png,55.755783,37.614703,844,Альбион,4,1374944982.0,2010-08-02 13:39:28
851,Володарского 16,45,1,1,1280741968,https://vk.com/images/places/clubs.png,55.768086,37.639276,852,Клуб Игоря Бутмана,4,1452712310.0,2010-08-02 13:39:28
852,Багратионовский пр. 12,10,1,1,1280741968,https://vk.com/images/places/clubs.png,55.746274,37.510403,853,Зебра 2,4,1378100121.0,2010-08-02 13:39:28
856,Севастопольский просп. 33,2,1,1,1280741968,https://vk.com/images/places/clubs.png,55.675265,37.59224,857,Старый Томас,4,1478639561.0,2010-08-02 13:39:28
862,Ащеулов пер. 9,0,1,1,1280741968,https://vk.com/images/places/clubs.png,55.767712,37.634595,863,Tropiche,4,,2010-08-02 13:39:28
864,просп. Вернадского 53,69,1,1,1280741968,https://vk.com/images/places/clubs.png,55.673164,37.50231,865,FM Caf? Club,4,1488870759.0,2010-08-02 13:39:28
892,Манежная пл. 1К2,7,1,1,1280741968,https://vk.com/images/places/clubs.png,55.755783,37.614603,893,Променад,4,1380907453.0,2010-08-02 13:39:28
896,Маросейка 15,0,1,1,1280741968,https://vk.com/images/places/clubs.png,55.758058,37.637335,897,Шеф и Григорич,4,1353645357.0,2010-08-02 13:39:28
897,пл. Киевского Вокзала 2,19,1,1,1280741968,https://vk.com/images/places/clubs.png,55.74449,37.566202,898,Song & Show Сlub Isterika,4,1452014437.0,2010-08-02 13:39:28
900,Сергия Радонежского 5К2,3,1,1,1280741968,https://vk.com/images/places/clubs.png,55.747196,37.674031,901,Корс,4,1431606771.0,2010-08-02 13:39:28
